,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
25998,Vila da Penha,2,1,0,72,1300.0,700.0,100.0
25999,Tijuca,2,0,0,80,1200.0,580.0,0.0
26006,Tijuca,3,2,1,92,1900.0,900.0,0.0
26013,Recreio dos Bandeirantes,2,1,1,79,1800.0,610.0,150.0
26023,Barra da Tijuca,2,0,1,85,2500.0,2000.0,299.0
26050,Barra da Tijuca,3,2,2,100,2800.0,1400.0,210.0
26069,Recreio dos Bandeirantes,3,2,1,90,1790.0,790.0,320.0
26077,Barra da Tijuca,2,1,1,84,2200.0,1736.0,260.0
26078,Flamengo,3,0,0,100,2200.0,720.0,193.0
26086,Copacabana,2,0,0,82,2850.0,650.0,150.0
26089,Barra da Tijuca,3,1,1,90,1800.0,930.0,234.0
26090,Recreio dos Bandeirantes,2,0,1,91,1900.0,1102.0,150.0
26101,Jacarepaguá,3,1,1,85,2200.0,600.0,60.0
26102,Barra da Tijuca,2,1,0,80,2300.0,980.0,172.0
26112,Botafogo,3,0,0,85,2500.0,304.0,0.0
26114,Vila Isabel,2,2,0,145,2500.0,1335.0,199.0
26121,Irajá,3,0,0,73,900.0,270.0,0.0
26122,Tijuca,2,1,0,160,2500.0,1150.0,0.0
26151,Grajaú,2,1,1,75,1400.0,700.0,132.0
26168,Copacabana,2,1,1,81,2300.0,1083.0,0.0
26170,Recreio dos Bandeirantes,2,2,1,99,1750.0,900.0,170.0
26174,Barra da Tijuca,2,1,1,84,2500.0,1700.0,266.0
26199,Olaria,2,1,0,100,1100.0,200.0,0.0
26202,Tijuca,3,2,1,110,1900.0,1027.0,0.0
26206,Recreio dos Bandeirantes,3,1,3,91,2100.0,473.0,0.0
26215,Leme,2,0,0,75,2700.0,878.0,0.0
26221,Barra da Tijuca,3,1,1,90,2500.0,1300.0,98.0
26233,Recreio dos Bandeirantes,3,2,1,85,1600.0,900.0,159.0
26245,Barra da Tijuca,3,2,1,86,2500.0,1100.0,269.0
26248,Jardim Carioca,3,2,1,110,2300.0,616.0,150.0
26255,Pechincha,3,2,2,152,1900.0,1151.0,1992.0
26262,Freguesia (Jacarepaguá),3,2,3,116,1700.0,1120.0,212.0
26264,São Conrado,2,1,1,75,2200.0,1200.0,220.0
26265,Tijuca,2,1,0,75,1500.0,638.0,0.0
26269,Pechincha,2,1,0,96,1500.0,500.0,814.0
26273,Taquara,3,1,1,71,1600.0,500.0,0.0
26277,Tijuca,3,2,1,85,1800.0,757.0,65.0
26307,Recreio dos Bandeirantes,3,2,1,105,2300.0,842.0,0.0
26312,Flamengo,2,1,1,88,2800.0,700.0,0.0
26316,Barra da Tijuca,3,2,1,120,2900.0,1280.0,390.0
26321,Recreio dos Bandeirantes,3,0,1,102,2500.0,895.0,180.0
26325,Maracanã,2,1,1,83,2800.0,730.0,108.0
26348,Copacabana,2,0,0,72,2100.0,1250.0,140.0
26361,Méier,3,1,2,89,1100.0,740.0,109.0
26364,Vila Isabel,2,0,0,77,1400.0,650.0,400.0
26373,Barra da Tijuca,2,1,1,85,1800.0,1297.0,107.0
26376,Flamengo,2,1,1,99,2750.0,1400.0,150.0
26398,Catete,2,1,1,75,2300.0,725.0,115.0
26404,Recreio dos Bandeirantes,2,1,1,80,1800.0,890.0,129.0
26407,Flamengo,2,0,0,75,2000.0,600.0,80.0
26412,Pechincha,3,1,1,75,1500.0,590.0,0.0
26415,Copacabana,2,0,0,80,2700.0,620.0,150.0
26423,Vila Isabel,2,0,0,74,1450.0,240.0,22.0
26427,Copacabana,3,1,1,95,2200.0,1330.0,169.0
26431,Lins de Vasconcelos,2,1,0,110,1350.0,355.0,67.0
26433,Laranjeiras,2,1,1,76,2700.0,985.0,0.0
26436,Maracanã,2,1,1,106,1900.0,621.0,146.0
26438,Barra da Tijuca,2,1,1,72,1400.0,700.0,57.0
26443,Todos os Santos,2,0,0,101,1350.0,650.0,106.0
26468,Jardim Botânico,2,2,1,74,2950.0,1423.0,252.0
26478,Recreio dos Bandeirantes,3,1,1,75,1500.0,890.0,139.0
26479,Tijuca,2,1,0,71,2100.0,700.0,24.0
26481,Engenho Novo,2,1,1,90,1500.0,759.0,1100.0
26489,Grajaú,3,0,0,88,1400.0,750.0,82.0
26494,Jacarepaguá,2,1,0,75,1400.0,720.0,620.0
26495,Barra da Tijuca,3,2,1,90,2700.0,1500.0,330.0
26497,Gávea,2,1,0,86,2990.0,518.0,241.0
26498,Recreio dos Bandeirantes,2,2,2,99,1700.0,890.0,0.0
26501,Jacarepaguá,3,1,1,94,1600.0,680.0,128.0
26502,Recreio dos Bandeirantes,2,2,1,150,2100.0,809.0,298.0
26517,Jardim Guanabara,3,4,0,100,2300.0,507.0,114.0
26519,Recreio dos Bandeirantes,2,1,1,75,2200.0,670.0,20.0
26527,Andaraí,2,1,1,80,1350.0,700.0,106.0
26543,Tijuca,3,0,1,88,2100.0,880.0,0.0
26551,Recreio dos Bandeirantes,2,1,1,72,2000.0,890.0,160.0
26556,Freguesia (Jacarepaguá),2,1,1,98,1800.0,646.0,800.0
26557,Barra da Tijuca,3,2,2,85,2800.0,953.0,187.0
26572,Botafogo,3,0,1,80,2400.0,650.0,114.0
26576,Vila Isabel,3,1,0,77,1500.0,669.0,77.0
26579,Catete,2,0,0,71,2200.0,750.0,109.0
26581,Recreio dos Bandeirantes,3,2,1,140,2900.0,905.0,258.0
26584,Leme,2,0,0,75,2600.0,760.0,137.0
26589,Barra da Tijuca,3,2,3,112,1400.0,1400.0,900.0
26600,Ilha do Governador,3,1,1,90,1800.0,790.0,104.0
26617,Laranjeiras,3,1,0,90,2200.0,640.0,118.0
26635,Freguesia (Jacarepaguá),3,1,1,75,1400.0,695.0,81.0
26642,Cachambi,3,1,1,75,1300.0,697.0,0.0
26650,Tijuca,2,0,0,80,1800.0,300.0,95.0
26660,Jardim Guanabara,2,0,0,87,1150.0,570.0,0.0
26664,Curicica,3,2,1,75,1900.0,813.0,83.0
26670,Recreio dos Bandeirantes,4,2,2,170,2800.0,1540.0,250.0
26672,Recreio dos Bandeirantes,2,1,1,85,2100.0,1050.0,130.0
26674,Tijuca,2,0,0,72,2500.0,550.0,90.0
26676,Vila Isabel,4,2,1,78,2600.0,700.0,0.0
26682,Flamengo,3,1,1,101,2900.0,846.0,245.0
26686,Jacarepaguá,3,1,0,80,900.0,228.0,13.0
26707,Tijuca,3,1,1,110,2500.0,800.0,0.0
26752,Recreio dos Bandeirantes,2,2,0,180,1800.0,741.0,410.0
26754,Recreio dos Bandeirantes,3,2,1,108,1600.0,770.0,271.0
26763,Barra da Tijuca,2,2,1,174,2300.0,1600.0,450.0
26784,Todos os Santos,3,1,1,78,1450.0,600.0,73.0
26799,Tijuca,3,2,1,99,1800.0,1100.0,0.0
26805,Recreio dos Bandeirantes,3,2,1,106,2500.0,780.0,248.0
26809,Recreio dos Bandeirantes,3,3,1,213,2700.0,983.0,0.0
26814,Recreio dos Bandeirantes,3,1,1,88,1700.0,600.0,164.0
26821,Copacabana,2,0,0,75,2800.0,550.0,70.0
26826,Recreio dos Bandeirantes,2,1,1,75,2100.0,737.0,130.0
26828,Barra da Tijuca,2,1,1,90,2750.0,1300.0,154.0
26830,Barra da Tijuca,3,2,1,122,2600.0,1700.0,294.0
26841,Laranjeiras,3,1,0,124,2900.0,1185.0,0.0
26852,Recreio dos Bandeirantes,3,2,2,141,2700.0,810.0,150.0
26857,Flamengo,2,1,0,76,2400.0,600.0,0.0
26865,Tijuca,3,1,1,129,1580.0,930.0,116.0
26866,Barra da Tijuca,2,1,1,78,1200.0,1099.0,149.0
26871,Copacabana,2,1,0,75,2590.0,800.0,0.0
26872,Recreio dos Bandeirantes,3,2,1,85,1650.0,1200.0,174.0
26875,Tijuca,3,0,0,72,1600.0,489.0,24.0
26880,Pechincha,3,1,1,80,1000.0,965.0,89.0
26900,Freguesia (Jacarepaguá),3,1,1,93,2200.0,516.0,175.0
26910,Recreio dos Bandeirantes,3,2,1,115,2400.0,1040.0,200.0
26917,Copacabana,3,0,0,99,2300.0,650.0,71.0
26928,Grajaú,2,1,1,79,1900.0,506.0,0.0
26935,Jardim Guanabara,2,1,0,80,2000.0,600.0,0.0
26942,Catete,2,0,1,75,2100.0,725.0,0.0
26945,Barra da Tijuca,2,2,1,78,2800.0,1300.0,1400.0
26947,Grajaú,2,1,0,93,1500.0,700.0,0.0
26956,Tijuca,2,0,0,76,1450.0,330.0,20.0
26962,Andaraí,2,1,0,92,1700.0,700.0,0.0
26966,Recreio dos Bandeirantes,2,1,1,86,2200.0,695.0,143.0
26976,Grajaú,2,1,1,115,1800.0,602.0,0.0
26982,Anil,2,1,1,121,2600.0,485.0,0.0
26999,Freguesia (Jacarepaguá),3,1,1,90,2500.0,740.0,124.0
27003,Barra da Tijuca,2,1,1,77,2000.0,858.0,140.0
27004,Península,3,1,1,80,2900.0,1300.0,0.0
27019,Recreio dos Bandeirantes,2,1,1,100,2500.0,520.0,0.0
27040,Barra da Tijuca,3,1,1,131,2800.0,1400.0,4015.0
27050,Recreio dos Bandeirantes,3,1,1,162,2000.0,500.0,0.0
27063,Rio Comprido,3,1,0,90,2300.0,778.0,65.0
27072,Méier,3,1,1,120,2000.0,796.0,172.0
27073,Barra da Tijuca,2,1,1,78,1500.0,1149.0,157.0
27075,Barra da Tijuca,2,1,1,76,2800.0,1000.0,209.0
27088,Barra da Tijuca,2,1,1,90,2000.0,1600.0,200.0
27092,Recreio dos Bandeirantes,2,2,1,100,2300.0,500.0,0.0
27120,Glória,2,0,0,77,2000.0,762.0,90.0
27126,Tanque,2,1,0,77,1400.0,480.0,127.0
27127,Freguesia (Jacarepaguá),2,1,1,74,1800.0,692.0,967.0
27133,Copacabana,3,0,0,116,2100.0,1180.0,236.0
27136,Recreio dos Bandeirantes,3,3,1,97,2200.0,650.0,2435.0
27138,Barra da Tijuca,2,1,1,80,2800.0,1296.0,0.0
27140,Penha,3,0,0,100,1200.0,400.0,0.0
27161,Andaraí,2,1,0,75,1500.0,570.0,0.0
27164,Recreio dos Bandeirantes,3,2,1,96,2500.0,1200.0,0.0
27170,Barra da Tijuca,3,2,2,115,2800.0,1600.0,257.0
27177,Barra da Tijuca,3,2,1,180,2500.0,2700.0,461.0
27183,Recreio dos Bandeirantes,3,2,1,110,2500.0,1114.0,192.0
27185,Recreio dos Bandeirantes,3,2,1,108,2900.0,543.0,0.0
27192,Méier,2,1,1,92,1400.0,880.0,0.0
27201,Tijuca,3,1,1,78,2300.0,587.0,0.0
27208,Barra da Tijuca,3,2,3,120,2900.0,1290.0,100.0
27211,Botafogo,3,0,1,128,2800.0,1064.0,0.0
27212,São Conrado,2,1,1,90,2200.0,1142.0,1711.0
27216,Copacabana,2,1,0,78,2500.0,845.0,136.0
27218,Jacarepaguá,3,1,1,80,1650.0,599.0,160.0
27237,Tijuca,2,1,1,71,2400.0,860.0,117.0
27241,Méier,2,1,0,80,900.0,550.0,59.0
27243,Recreio dos Bandeirantes,2,2,1,90,1500.0,720.0,199.0
27251,Pechincha,2,1,1,96,1300.0,456.0,0.0
27257,Recreio dos Bandeirantes,3,1,1,87,2000.0,1226.0,220.0
27258,Laranjeiras,3,1,0,97,2400.0,1100.0,0.0
27266,Barra da Tijuca,2,1,1,72,1600.0,643.0,60.0
27268,Barra da Tijuca,2,1,1,90,2600.0,800.0,225.0
27271,Recreio dos Bandeirantes,3,2,1,104,2509.0,740.0,0.0
27302,Vila da Penha,2,1,0,75,1100.0,403.0,0.0
27312,Penha,2,1,0,100,1200.0,250.0,0.0
27314,Copacabana,2,0,0,80,2200.0,1050.0,175.0
27321,Recreio dos Bandeirantes,2,2,1,190,1995.0,1000.0,300.0
27334,Copacabana,3,0,1,95,2700.0,1180.0,0.0
27357,Copacabana,3,0,0,122,2700.0,881.0,0.0
27367,Barra da Tijuca,2,1,2,77,1400.0,1250.0,715.0
27373,Recreio dos Bandeirantes,3,2,1,160,2300.0,1000.0,0.0
27418,Ilha do Governador,2,0,1,90,1650.0,30.0,850.0
27433,Cordovil,2,1,0,88,1000.0,545.0,0.0
27441,Cosme Velho,2,0,0,71,2700.0,325.0,147.0
27445,Campo Grande,3,1,0,80,900.0,350.0,10.0
27464,Campo Grande,3,2,0,130,2000.0,860.0,0.0
27469,Recreio dos Bandeirantes,3,1,1,98,1950.0,900.0,150.0
27470,Recreio dos Bandeirantes,3,2,1,90,1900.0,1200.0,170.0
27472,Barra da Tijuca,2,1,0,100,2500.0,1296.0,297.0
27475,Vaz Lobo,2,0,0,80,1100.0,100.0,0.0
27477,Praça da Bandeira,2,0,0,71,1300.0,572.0,50.0
27478,Rio Comprido,2,1,0,88,1100.0,693.0,32.0
27520,Grajaú,3,0,0,71,1600.0,557.0,0.0
27534,Barra da Tijuca,2,0,1,98,2500.0,1647.0,0.0
27537,Jacarepaguá,3,1,1,82,1800.0,858.0,152.0
27538,Recreio dos Bandeirantes,3,1,1,84,2000.0,1127.0,234.0
27542,Recreio dos Bandeirantes,2,2,1,80,2000.0,326.0,133.0
27561,Glória,2,1,0,80,2400.0,780.0,85.0
27575,Bangu,2,1,0,78,900.0,420.0,0.0
27576,Barra da Tijuca,4,2,1,131,2800.0,1550.0,230.0
27577,Recreio dos Bandeirantes,3,2,0,120,1500.0,900.0,273.0
27592,Barra da Tijuca,2,1,0,75,1150.0,1160.0,0.0
27617,Recreio dos Bandeirantes,3,2,1,86,1900.0,740.0,150.0
27619,Andaraí,2,1,0,74,900.0,650.0,0.0
27620,Barra da Tijuca,3,1,1,75,2000.0,700.0,0.0
27622,Jacarepaguá,3,1,1,75,2000.0,770.0,78.0
27624,Recreio dos Bandeirantes,3,1,1,110,2350.0,750.0,130.0
27629,Recreio dos Bandeirantes,3,2,1,96,2300.0,450.0,330.0
27637,Laranjeiras,3,0,0,110,2600.0,814.0,110.0
27657,Vila Isabel,3,1,1,147,1800.0,797.0,302.0
27664,Recreio dos Bandeirantes,3,1,2,84,1600.0,1100.0,0.0
27667,Tijuca,2,0,0,80,1700.0,780.0,22.0
27669,Freguesia (Ilha do Governador),2,2,1,110,2000.0,600.0,152.0
27672,Copacabana,2,2,1,98,2800.0,1131.0,309.0
27674,Recreio dos Bandeirantes,3,2,1,108,1700.0,525.0,0.0
27675,Recreio dos Bandeirantes,2,1,1,72,1700.0,650.0,100.0
27677,Laranjeiras,3,0,0,95,2600.0,829.0,0.0
27678,Recreio dos Bandeirantes,2,1,1,75,2200.0,672.0,17.0
27681,Laranjeiras,3,1,0,150,2300.0,1700.0,278.0
27684,Tijuca,3,2,1,128,2700.0,1050.0,0.0
27692,Benfica,3,0,0,120,790.0,180.0,162.0
27709,Tijuca,3,1,1,91,2300.0,832.0,123.0
27716,Maria da Graça,3,0,0,85,1100.0,220.0,0.0
27717,Ilha do Governador,3,1,0,75,1900.0,380.0,85.0
27734,Barra da Tijuca,3,1,1,75,2000.0,700.0,0.0
27735,Humaitá,2,1,0,73,2900.0,926.0,0.0
27738,Maracanã,3,1,0,84,2200.0,735.0,79.0
27740,Flamengo,3,0,0,100,2500.0,700.0,77.0
27755,Recreio dos Bandeirantes,3,2,2,92,1800.0,840.0,195.0
27759,Barra da Tijuca,3,2,3,120,2900.0,1280.0,390.0
27760,Camorim,3,2,1,75,1700.0,600.0,80.0
27776,Recreio dos Bandeirantes,3,2,2,200,2600.0,1250.0,204.0
27792,Tijuca,2,1,2,88,2800.0,850.0,120.0
27799,Barra da Tijuca,2,2,1,76,2800.0,1350.0,1200.0
27814,Laranjeiras,3,0,0,150,2800.0,1160.0,200.0
27832,Barra da Tijuca,2,0,0,79,2950.0,1000.0,173.0
27843,Tijuca,2,0,1,90,2350.0,850.0,100.0
27849,Barra da Tijuca,2,2,1,85,2150.0,890.0,160.0
27858,Tijuca,3,1,0,85,2500.0,905.0,183.0
27859,Botafogo,2,1,0,76,2650.0,680.0,150.0
27861,Freguesia (Jacarepaguá),3,1,1,84,1300.0,900.0,0.0
27864,Pechincha,3,1,2,100,2300.0,994.0,0.0
27889,Tijuca,3,2,1,109,2500.0,742.0,105.0
27891,Humaitá,2,0,0,85,2200.0,772.0,114.0
27894,Vila Valqueire,2,1,1,121,1300.0,715.0,91.0
27897,Tijuca,3,0,0,96,1900.0,514.0,91.0
27900,Barra da Tijuca,2,1,1,100,2800.0,1631.0,201.0
27908,Recreio dos Bandeirantes,2,2,1,110,2100.0,640.0,150.0
27924,Barra da Tijuca,2,1,1,88,2600.0,1400.0,1200.0
27936,Recreio dos Bandeirantes,3,2,1,90,1800.0,550.0,0.0
27947,Tijuca,3,1,0,92,1600.0,650.0,21.0
27956,Cachambi,2,1,0,77,1350.0,511.0,26.0
27967,Jardim Guanabara,2,1,1,92,1900.0,550.0,152.0
27969,Barra da Tijuca,3,1,3,83,2700.0,1250.0,120.0
27972,Freguesia (Jacarepaguá),3,1,1,98,2100.0,792.0,163.0
27980,Vila Isabel,3,1,1,100,2100.0,800.0,228.0
28015,Copacabana,2,0,0,71,1900.0,1200.0,156.0
28040,Lins de Vasconcelos,3,1,0,78,900.0,600.0,700.0
28046,Leblon,2,0,0,80,2950.0,880.0,162.0
28066,Copacabana,2,0,0,75,2000.0,650.0,81.0
28072,Vila da Penha,2,1,0,84,900.0,598.0,52.0
28074,Barra da Tijuca,3,2,1,104,2700.0,1234.0,0.0
28075,Vila Isabel,3,0,0,90,1600.0,360.0,85.0
28098,Flamengo,2,1,1,90,2900.0,1430.0,364.0
28117,Barra da Tijuca,2,1,1,100,2500.0,1753.0,250.0
28118,Méier,2,1,0,80,1800.0,700.0,85.0
28127,Tijuca,3,0,1,170,2500.0,1700.0,0.0
28131,Freguesia (Jacarepaguá),3,2,1,115,1990.0,950.0,110.0
28140,Recreio dos Bandeirantes,3,2,1,149,2000.0,1290.0,281.0
28148,Recreio dos Bandeirantes,3,2,1,100,1500.0,890.0,243.0
28150,Barra da Tijuca,2,1,1,94,2500.0,1800.0,27.0
28158,Copacabana,3,1,0,86,1500.0,1240.0,0.0
28172,Recreio dos Bandeirantes,3,2,0,95,1700.0,1250.0,0.0
28173,Campo Grande,3,1,1,90,900.0,420.0,0.0
28177,Laranjeiras,3,1,0,100,2800.0,1400.0,250.0
28194,Tijuca,3,2,0,160,2800.0,800.0,100.0
28197,Barra da Tijuca,2,0,2,73,1600.0,1500.0,100.0
28220,Barra da Tijuca,2,1,1,79,2800.0,126.0,180.0
28223,Barra da Tijuca,2,1,1,100,2500.0,1632.0,234.0
28226,Flamengo,2,1,0,87,2800.0,845.0,136.0
28236,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,154.0
28240,Recreio dos Bandeirantes,3,1,1,90,2200.0,700.0,200.0
28248,Copacabana,2,1,0,79,2500.0,763.0,170.0
28279,Leblon,2,0,0,75,2800.0,810.0,0.0
28282,Tijuca,2,1,1,100,2500.0,907.0,140.0
28283,Tijuca,3,2,1,100,2100.0,550.0,95.0
28286,Barra da Tijuca,2,1,1,72,2300.0,1200.0,241.0
28289,Pechincha,2,1,1,72,1300.0,540.0,600.0
28297,Barra da Tijuca,2,1,1,83,2000.0,1400.0,1300.0
28298,Laranjeiras,2,0,0,80,2100.0,700.0,110.0
28303,Centro,3,0,0,100,1100.0,621.0,0.0
28308,Tijuca,3,2,1,148,2700.0,1500.0,212.0
28312,Tijuca,3,1,0,110,1900.0,513.0,144.0
28313,Recreio dos Bandeirantes,3,2,1,300,2500.0,1600.0,400.0
28315,Tijuca,3,1,1,79,1500.0,720.0,0.0
28324,Recreio dos Bandeirantes,2,1,1,177,1700.0,1350.0,290.0
28336,Tijuca,3,1,1,102,1690.0,970.0,132.0
28342,Laranjeiras,2,0,0,98,2200.0,809.0,0.0
28344,Copacabana,4,0,0,170,2800.0,1250.0,346.0
28345,Copacabana,2,0,0,77,2500.0,620.0,120.0
28347,Recreio dos Bandeirantes,3,2,1,100,1800.0,650.0,0.0
28350,Copacabana,3,0,0,85,2800.0,960.0,120.0
28352,Recreio dos Bandeirantes,2,1,0,87,1200.0,1032.0,0.0
28364,Barra da Tijuca,4,2,2,110,2800.0,1800.0,220.0
28367,Barra da Tijuca,2,1,2,77,1500.0,1200.0,715.0
28373,Barra da Tijuca,2,1,1,90,2600.0,1390.0,0.0
28378,Tijuca,4,2,1,153,2500.0,955.0,246.0
28386,Barra da Tijuca,2,1,1,78,2800.0,1100.0,71.0
28388,Freguesia (Jacarepaguá),3,2,1,132,2100.0,1115.0,126.0
28396,Méier,3,1,1,92,1300.0,630.0,125.0
28406,Freguesia (Jacarepaguá),3,1,1,73,2000.0,750.0,0.0
28424,Andaraí,3,0,0,103,1800.0,580.0,0.0
28429,Praça Seca,4,2,3,245,2700.0,1380.0,145.0
28444,Recreio dos Bandeirantes,4,2,1,107,2700.0,940.0,250.0
28448,Barra da Tijuca,2,1,1,90,2600.0,1300.0,195.0
28449,Recreio dos Bandeirantes,3,1,1,73,2000.0,653.0,789.0
28452,Recreio dos Bandeirantes,2,1,1,140,2300.0,1100.0,2600.0
28459,Recreio dos Bandeirantes,2,2,1,75,2000.0,480.0,0.0
28483,Recreio dos Bandeirantes,2,2,1,92,1300.0,1712.0,395.0
28511,Recreio dos Bandeirantes,2,1,0,113,2400.0,1050.0,180.0
28514,Recreio dos Bandeirantes,4,3,3,300,2800.0,971.0,4786.0
28516,Taquara,2,1,0,74,1100.0,630.0,50.0
28519,Recreio dos Bandeirantes,3,2,1,80,2100.0,630.0,200.0
28521,Vila Isabel,3,0,1,100,2200.0,200.0,20.0
28535,Tijuca,3,1,2,104,2500.0,900.0,1680.0
28536,São Conrado,2,1,1,110,2999.0,1500.0,1950.0
28558,Recreio dos Bandeirantes,3,1,2,90,2500.0,665.0,150.0
28561,Tijuca,3,2,1,110,1800.0,1400.0,133.0
28566,Vila Isabel,2,1,1,75,2900.0,580.0,100.0
28568,Jacarepaguá,2,1,1,76,1200.0,450.0,0.0
28577,Flamengo,2,0,0,83,2500.0,966.0,138.0
28581,Riachuelo,3,0,0,80,1400.0,350.0,200.0
28588,Barra da Tijuca,2,1,0,80,2300.0,1000.0,120.0
28589,Barra da Tijuca,4,2,0,158,2500.0,1622.0,0.0
28599,Barra da Tijuca,3,2,3,110,2500.0,1486.0,0.0
28616,Leme,2,0,0,75,2700.0,878.0,0.0
28621,Barra da Tijuca,3,2,1,104,2600.0,1700.0,200.0
28625,Recreio dos Bandeirantes,2,1,1,77,1600.0,651.0,0.0
28626,Freguesia (Jacarepaguá),3,2,1,140,2500.0,960.0,158.0
28633,Copacabana,3,0,1,90,2500.0,1400.0,217.0
28634,Tijuca,3,0,0,80,1460.0,455.0,124.0
28637,Recreio dos Bandeirantes,2,3,2,195,2700.0,950.0,445.0
28642,Taquara,2,1,0,91,800.0,599.0,82.0
28650,Copacabana,3,0,0,120,2100.0,1064.0,332.0
28651,Andaraí,3,2,2,107,2900.0,1140.0,185.0
28653,Maracanã,3,1,1,86,1900.0,854.0,0.0
28662,Tanque,3,1,1,73,1300.0,765.0,84.0
28680,Tijuca,3,0,0,72,1100.0,438.0,23.0
28688,Barra da Tijuca,3,2,1,75,1800.0,980.0,200.0
28690,Tijuca,3,0,0,85,1800.0,934.0,0.0
28695,Recreio dos Bandeirantes,3,1,1,77,1750.0,480.0,180.0
28697,Barra da Tijuca,2,1,1,80,2200.0,1180.0,0.0
28698,Tijuca,3,2,1,100,2000.0,786.0,180.0
28700,Recreio dos Bandeirantes,2,1,2,85,2300.0,1350.0,121.0
28703,Rio Comprido,2,0,0,75,1100.0,480.0,47.0
28705,Tijuca,3,1,1,90,2600.0,983.0,165.0
28721,Botafogo,2,0,0,75,2400.0,560.0,112.0
28727,Freguesia (Jacarepaguá),2,0,1,75,1300.0,700.0,75.0
28730,Copacabana,2,0,0,72,2800.0,1000.0,866.0
28737,Barra da Tijuca,2,1,1,85,2600.0,1200.0,300.0
28752,Barra da Tijuca,3,1,1,79,2500.0,790.0,40.0
28759,Pechincha,2,1,0,77,1300.0,300.0,72.0
28773,Tijuca,3,0,1,170,2850.0,1730.0,0.0
28784,Campo Grande,2,1,1,80,1200.0,400.0,0.0
28788,Recreio dos Bandeirantes,3,1,1,96,2209.0,980.0,0.0
28801,Engenho de Dentro,3,1,0,75,1000.0,600.0,150.0
28822,Méier,2,2,0,72,1500.0,665.0,88.0
28836,Barra da Tijuca,2,1,0,80,1650.0,1000.0,211.0
28837,Botafogo,2,1,0,78,2700.0,988.0,133.0
28840,Recreio dos Bandeirantes,2,1,1,82,2000.0,950.0,0.0
28841,Recreio dos Bandeirantes,2,1,0,150,2350.0,810.0,298.0
28848,Méier,2,1,1,81,1600.0,738.0,156.0
28850,Barra da Tijuca,3,1,1,90,2500.0,1466.0,166.0
28851,Barra da Tijuca,3,1,2,93,2300.0,860.0,0.0
28869,Vila da Penha,2,1,0,90,1000.0,590.0,60.0
28870,Vila Isabel,2,1,1,76,1600.0,800.0,0.0
28879,Botafogo,2,0,0,84,2300.0,680.0,176.0
28880,Recreio dos Bandeirantes,3,1,1,90,2500.0,1045.0,212.0
28882,Recreio dos Bandeirantes,2,2,1,85,2500.0,1649.0,220.0
28898,Tijuca,2,0,0,83,1600.0,510.0,0.0
28913,Copacabana,3,0,0,87,2450.0,724.0,188.0
28924,Praça Seca,2,1,0,76,880.0,440.0,13.0
28933,Tijuca,3,0,0,85,2000.0,715.0,80.0
28934,Copacabana,2,0,0,90,2100.0,1212.0,188.0
28942,Copacabana,2,1,0,84,2500.0,800.0,138.0
28954,Tijuca,2,0,1,74,2000.0,400.0,0.0
28965,Freguesia (Jacarepaguá),3,2,1,105,2000.0,697.0,207.0
28966,Barra da Tijuca,3,2,1,129,2300.0,1200.0,180.0
28967,Barra da Tijuca,3,1,1,100,2600.0,1634.0,183.0
28968,Recreio dos Bandeirantes,3,1,1,96,2500.0,850.0,150.0
28971,Recreio dos Bandeirantes,3,2,1,136,2200.0,900.0,270.0
28976,Recreio dos Bandeirantes,3,2,2,90,1950.0,715.0,185.0
28981,Tijuca,3,2,1,123,2500.0,1200.0,140.0
28988,Barra da Tijuca,2,1,1,73,1700.0,1212.0,117.0
29011,Barra da Tijuca,3,2,2,85,2800.0,953.0,187.0
29019,Tijuca,3,1,1,116,1900.0,1421.0,0.0
29022,Laranjeiras,2,0,0,85,2000.0,814.0,122.0
29034,Laranjeiras,2,0,0,85,2600.0,505.0,135.0
29064,Benfica,3,0,0,115,790.0,180.0,556.0
29067,Barra da Tijuca,3,0,1,135,2900.0,2000.0,0.0
29080,Barra da Tijuca,2,1,1,95,2200.0,780.0,180.0
29093,Jacarepaguá,3,2,1,126,1500.0,960.0,170.0
29120,Tijuca,3,0,0,80,1400.0,825.0,23.0
29128,Rio Comprido,2,0,0,75,1200.0,460.0,30.0
29135,Leme,2,0,0,75,2700.0,878.0,0.0
29136,Lagoa,2,1,1,71,2850.0,1280.0,318.0
29142,Flamengo,3,0,1,89,2600.0,590.0,0.0
29164,Recreio dos Bandeirantes,3,2,1,170,2800.0,1300.0,356.0
29169,Jacarepaguá,3,1,0,92,2400.0,800.0,0.0
29185,Barra da Tijuca,2,1,1,88,2300.0,1347.0,0.0
29186,Laranjeiras,3,1,0,137,2900.0,800.0,0.0
29194,Recreio dos Bandeirantes,3,2,1,85,1700.0,722.0,144.0
29203,Barra da Tijuca,4,3,1,158,2700.0,1622.0,0.0
29219,Copacabana,2,1960,0,80,1600.0,900.0,100.0
29237,Recreio dos Bandeirantes,2,2,1,198,2600.0,1600.0,350.0
29248,Recreio dos Bandeirantes,3,0,0,74,1700.0,850.0,148.0
29251,Recreio dos Bandeirantes,3,2,1,129,1900.0,855.0,0.0
29261,Humaitá,2,0,0,88,2400.0,730.0,0.0
29264,Barra da Tijuca,2,1,1,78,1700.0,900.0,130.0
